payment_id,distributor_id,invoice_id,invoice_date,invoice_amount_inr,due_date,payment_date,amount_paid_inr,payment_status
PAY-000342,DIST-031,INV-000342,2025-09-20,110530,2025-11-04,2025-11-02,110530,paid
PAY-000521,DIST-046,INV-000521,2025-05-03,91778,2025-05-18,2025-05-17,91778,paid
PAY-001092,DIST-098,INV-001092,2025-06-11,139719,2025-07-02,2025-07-19,97316,partial
PAY-000515,DIST-046,INV-000515,2024-10-16,100287,2024-10-31,2024-10-28,100287,paid
PAY-001148,DIST-103,INV-001148,2024-08-18,327120,2024-09-08,,0,overdue
PAY-000155,DIST-014,INV-000155,2025-04-06,68029,2025-04-27,2025-04-25,68029,paid
PAY-000636,DIST-057,INV-000636,2025-01-21,102503,2025-02-20,2025-02-19,102503,paid
PAY-000442,DIST-040,INV-000442,2025-05-27,17206,2025-06-17,2025-06-17,17206,paid
PAY-001095,DIST-098,INV-001095,2025-08-29,146025,2025-09-19,,0,overdue
PAY-000087,DIST-007,INV-000087,2025-08-27,97949,2025-09-11,2025-09-11,97949,paid
PAY-000564,DIST-050,INV-000564,2024-06-02,60049,2024-06-23,2024-06-21,60049,paid
PAY-000122,DIST-011,INV-000122,2025-02-10,48513,2025-03-03,2025-03-01,48513,paid
PAY-000272,DIST-024,INV-000272,2025-11-12,107978,2025-12-03,2025-12-03,107978,paid
PAY-000808,DIST-072,INV-000808,2025-07-09,13149,2025-08-23,2025-10-04,13149,paid
PAY-000613,DIST-055,INV-000613,2025-04-05,195347,2025-05-05,2025-06-09,195347,paid
PAY-000809,DIST-072,INV-000809,2025-08-06,18884,2025-09-20,2025-10-30,18884,paid
PAY-000488,DIST-044,INV-000488,2025-02-22,16105,2025-03-09,2025-03-08,16105,paid
PAY-000698,DIST-062,INV-000698,2025-03-05,23033,2025-04-04,2025-04-24,23033,paid
PAY-000274,DIST-025,INV-000274,2024-08-14,244940,2024-09-04,2024-09-01,244940,paid
PAY-000985,DIST-088,INV-000985,2025-10-22,144895,2025-11-21,2025-12-17,144895,paid
PAY-000942,DIST-084,INV-000942,2025-06-22,54367,2025-08-06,2025-08-30,54367,paid
PAY-000723,DIST-064,INV-000723,2025-09-01,101788,2025-09-22,2025-09-19,101788,paid
PAY-001194,DIST-107,INV-001194,2025-11-02,188117,2025-12-02,2025-12-07,103680,partial
PAY-000113,DIST-010,INV-000113,2025-07-23,238771,2025-08-22,2025-08-19,238771,paid
PAY-001065,DIST-096,INV-001065,2025-01-07,120312,2025-02-21,,0,overdue
PAY-000733,DIST-065,INV-000733,2025-09-06,52257,2025-10-06,2025-11-20,52257,paid
PAY-000151,DIST-013,INV-000151,2025-06-18,193816,2025-07-18,2025-07-16,193816,paid
PAY-000105,DIST-009,INV-000105,2025-04-11,123816,2025-05-11,2025-05-10,123816,paid
PAY-000655,DIST-059,INV-000655,2025-04-20,96965,2025-05-05,2025-06-10,96965,paid
PAY-001047,DIST-094,INV-001047,2025-03-10,347121,2025-04-09,2025-04-28,347121,paid
PAY-000169,DIST-015,INV-000169,2025-04-12,34601,2025-05-27,2025-05-26,34601,paid
PAY-000835,DIST-074,INV-000835,2025-07-31,32007,2025-08-30,2025-10-02,32007,paid
PAY-000769,DIST-068,INV-000769,2024-07-29,323817,2024-08-28,2024-08-25,323817,paid
PAY-000071,DIST-006,INV-000071,2025-08-06,53323,2025-09-05,2025-09-05,53323,paid
PAY-000631,DIST-056,INV-000631,2024-12-25,119133,2025-01-09,2025-01-21,119133,paid
PAY-000714,DIST-063,INV-000714,2025-06-06,149021,2025-07-06,2025-07-04,149021,paid
PAY-000208,DIST-019,INV-000208,2024-10-24,139425,2024-11-14,2024-11-14,139425,paid
PAY-000526,DIST-046,INV-000526,2025-10-03,78519,2025-10-18,2025-10-18,78519,paid
PAY-000747,DIST-066,INV-000747,2025-02-03,96939,2025-03-05,2025-03-05,96939,paid
PAY-000632,DIST-056,INV-000632,2025-01-30,126908,2025-02-14,2025-03-23,126908,paid
PAY-000373,DIST-034,INV-000373,2025-04-20,211472,2025-05-05,2025-05-02,211472,paid
PAY-000225,DIST-020,INV-000225,2024-12-13,204157,2024-12-28,2024-12-25,204157,paid
PAY-000991,DIST-088,INV-000991,2026-04-21,57632,2026-05-21,,0,overdue
PAY-000109,DIST-009,INV-000109,2025-09-03,172525,2025-10-03,2025-10-01,172525,paid
PAY-001180,DIST-106,INV-001180,2024-09-26,122997,2024-10-26,,0,overdue
PAY-000158,DIST-014,INV-000158,2025-07-08,51465,2025-07-29,2025-07-28,51465,paid
PAY-000990,DIST-088,INV-000990,2026-04-01,110649,2026-05-01,2026-05-01,110649,paid
PAY-001083,DIST-097,INV-001083,2025-12-22,69622,2026-01-21,2026-01-18,69622,paid
PAY-000711,DIST-063,INV-000711,2025-02-28,164297,2025-03-30,2025-05-07,164297,paid
PAY-000527,DIST-046,INV-000527,2025-10-29,41951,2025-11-13,2025-11-12,41951,paid
PAY-000703,DIST-062,INV-000703,2025-07-24,25674,2025-08-23,2025-09-24,25674,paid
PAY-000605,DIST-054,INV-000605,2025-06-03,165051,2025-06-24,2025-07-19,165051,paid
PAY-000214,DIST-019,INV-000214,2025-04-14,50462,2025-05-05,2025-05-02,50462,paid
PAY-000349,DIST-031,INV-000349,2026-04-30,96209,2026-06-14,2026-06-13,96209,paid
PAY-000693,DIST-061,INV-000693,2026-04-09,57134,2026-05-09,2026-05-07,57134,paid
PAY-001252,DIST-116,INV-001252,2024-07-23,120062,2024-08-13,2024-10-17,0,written_off
PAY-000193,DIST-017,INV-000193,2025-12-19,61492,2026-02-02,2026-02-01,61492,paid
PAY-000777,DIST-069,INV-000777,2024-09-22,79282,2024-10-07,2024-10-04,79282,paid
PAY-000480,DIST-043,INV-000480,2025-10-16,34180,2025-11-30,2025-11-28,34180,paid
PAY-000885,DIST-079,INV-000885,2025-01-12,75212,2025-01-27,2025-01-26,75212,paid
PAY-000014,DIST-002,INV-000014,2025-04-10,109657,2025-04-25,2025-04-25,109657,paid
PAY-001122,DIST-100,INV-001122,2025-06-16,45715,2025-07-31,2025-08-08,21096,partial
PAY-000062,DIST-006,INV-000062,2024-10-03,58066,2024-11-02,2024-11-02,58066,paid
PAY-000999,DIST-089,INV-000999,2025-06-06,21422,2025-06-21,2025-06-30,14552,partial
PAY-000677,DIST-060,INV-000677,2026-02-19,193111,2026-04-05,2026-04-28,193111,paid
PAY-001265,DIST-118,INV-001265,2025-01-21,197136,2025-02-20,,0,overdue
PAY-000840,DIST-075,INV-000840,2025-01-03,16179,2025-02-02,2025-03-01,16179,paid
PAY-000249,DIST-022,INV-000249,2025-11-03,57744,2025-11-24,2025-11-23,57744,paid
PAY-000572,DIST-050,INV-000572,2025-02-23,100856,2025-03-16,2025-03-15,100856,paid
PAY-001211,DIST-110,INV-001211,2025-01-02,19227,2025-02-16,,0,overdue
PAY-000965,DIST-086,INV-000965,2025-05-16,11442,2025-05-31,,0,overdue
PAY-000304,DIST-027,INV-000304,2025-12-12,196432,2026-01-02,2026-01-02,196432,paid
PAY-000913,DIST-081,INV-000913,2025-11-14,75217,2025-12-14,2025-12-13,75217,paid
PAY-000869,DIST-078,INV-000869,2025-07-14,58932,2025-08-28,2025-08-26,58932,paid
PAY-000690,DIST-061,INV-000690,2025-12-20,57959,2026-01-19,2026-01-18,57959,paid
PAY-001053,DIST-095,INV-001053,2025-03-25,77175,2025-04-24,2025-05-02,34470,partial
PAY-001022,DIST-091,INV-001022,2025-09-30,12784,2025-10-15,2025-10-26,6853,partial
PAY-001051,DIST-095,INV-001051,2025-01-25,161938,2025-02-24,2025-03-30,161938,paid
PAY-001238,DIST-114,INV-001238,2025-01-23,119269,2025-03-09,,0,overdue
PAY-000490,DIST-044,INV-000490,2025-05-15,11637,2025-05-30,2025-05-05,11637,paid
PAY-000592,DIST-052,INV-000592,2025-01-27,167407,2025-02-17,2025-03-20,167407,paid
PAY-000247,DIST-022,INV-000247,2025-08-29,34741,2025-09-19,2025-09-17,34741,paid
PAY-001151,DIST-103,INV-001151,2024-11-13,127882,2024-12-04,2024-12-14,127882,paid
PAY-000898,DIST-080,INV-000898,2025-10-06,212733,2025-10-27,2025-11-22,212733,paid
PAY-000791,DIST-070,INV-000791,2025-05-13,160012,2025-06-27,2025-06-27,160012,paid
PAY-000458,DIST-041,INV-000458,2024-11-21,29737,2024-12-06,2024-12-03,29737,paid
PAY-000653,DIST-058,INV-000653,2026-01-26,93572,2026-02-10,2026-02-07,93572,paid
PAY-001102,DIST-098,INV-001102,2026-05-21,194181,2026-06-11,2026-06-08,194181,paid
PAY-000599,DIST-053,INV-000599,2025-06-06,43735,2025-06-27,2025-08-06,43735,paid
PAY-000152,DIST-013,INV-000152,2025-07-27,84895,2025-08-26,2025-08-24,84895,paid
PAY-001187,DIST-106,INV-001187,2025-05-04,244156,2025-06-03,2025-06-13,106812,partial
PAY-000874,DIST-078,INV-000874,2025-12-07,46724,2026-01-21,2026-02-12,46724,paid
PAY-000749,DIST-066,INV-000749,2025-03-31,113577,2025-04-30,2025-04-27,113577,paid
PAY-000472,DIST-043,INV-000472,2025-01-17,53591,2025-03-03,2025-02-28,53591,paid
PAY-001244,DIST-115,INV-001244,2025-06-17,78952,2025-07-17,,0,overdue
PAY-001036,DIST-093,INV-001036,2025-05-17,205609,2025-07-01,2025-08-10,205609,paid
PAY-000689,DIST-061,INV-000689,2025-11-18,28216,2025-12-18,2025-12-31,28216,paid
PAY-000277,DIST-025,INV-000277,2024-11-02,124516,2024-11-23,2024-11-20,124516,paid
PAY-000389,DIST-035,INV-000389,2025-03-30,72421,2025-05-14,2025-05-13,72421,paid
PAY-000875,DIST-078,INV-000875,2026-01-11,25431,2026-02-25,2026-04-04,25431,paid
PAY-000338,DIST-031,INV-000338,2025-05-02,130756,2025-06-16,2025-06-14,130756,paid
PAY-000271,DIST-024,INV-000271,2025-10-06,94578,2025-10-27,2025-10-27,94578,paid
PAY-001220,DIST-111,INV-001220,2025-01-10,118667,2025-02-24,,0,overdue
PAY-000312,DIST-028,INV-000312,2025-11-11,16744,2025-12-02,2025-12-01,16744,paid
PAY-000050,DIST-004,INV-000050,2026-03-26,131126,2026-04-25,2026-04-23,131126,paid
PAY-000956,DIST-085,INV-000956,2025-08-25,19378,2025-10-09,2025-11-18,19378,paid
PAY-000045,DIST-004,INV-000045,2025-09-09,164832,2025-10-09,2025-10-06,164832,paid
PAY-000266,DIST-024,INV-000266,2025-05-17,102978,2025-06-07,2025-06-04,102978,paid
PAY-001048,DIST-094,INV-001048,2025-04-11,337599,2025-05-11,2025-05-08,337599,paid
PAY-000900,DIST-080,INV-000900,2025-11-21,118298,2025-12-12,2026-01-20,118298,paid
PAY-000551,DIST-049,INV-000551,2024-12-21,27131,2025-02-04,2025-02-03,27131,paid
PAY-000378,DIST-034,INV-000378,2025-10-16,131855,2025-10-31,2025-10-29,131855,paid
PAY-000196,DIST-017,INV-000196,2026-03-22,132049,2026-05-06,2026-05-05,132049,paid
PAY-000091,DIST-008,INV-000091,2024-12-18,291107,2025-01-02,2025-01-01,291107,paid
PAY-000175,DIST-015,INV-000175,2025-11-18,26056,2026-01-02,2026-01-02,26056,paid
PAY-000232,DIST-020,INV-000232,2025-07-12,222708,2025-07-27,2025-07-27,222708,paid
PAY-001020,DIST-091,INV-001020,2025-07-25,34156,2025-08-09,2025-08-06,34156,paid
PAY-001024,DIST-092,INV-001024,2025-01-29,191255,2025-02-28,2025-02-27,191255,paid
PAY-000108,DIST-009,INV-000108,2025-07-20,151739,2025-08-19,2025-08-16,151739,paid
PAY-000143,DIST-013,INV-000143,2024-10-12,168404,2024-11-11,2024-11-10,168404,paid
PAY-000915,DIST-081,INV-000915,2026-01-06,52004,2026-02-05,2026-02-05,52004,paid
PAY-000708,DIST-063,INV-000708,2024-12-02,160183,2025-01-01,2024-12-31,160183,paid
PAY-000230,DIST-020,INV-000230,2025-05-23,175113,2025-06-07,2025-06-04,175113,paid
PAY-001199,DIST-108,INV-001199,2025-06-12,54881,2025-07-27,,0,overdue
PAY-000771,DIST-068,INV-000771,2024-10-26,319180,2024-11-25,2024-11-25,319180,paid
PAY-001002,DIST-090,INV-001002,2025-01-13,42215,2025-01-28,2025-02-14,27131,partial
PAY-001253,DIST-116,INV-001253,2024-08-30,180899,2024-09-20,2024-12-25,0,written_off
PAY-001152,DIST-103,INV-001152,2024-12-24,237942,2025-01-14,2025-02-01,237942,paid
PAY-000657,DIST-059,INV-000657,2025-06-28,82313,2025-07-13,2025-07-24,82313,paid
PAY-000710,DIST-063,INV-000710,2025-02-04,92296,2025-03-06,2025-04-12,92296,paid
PAY-000466,DIST-042,INV-000466,2024-08-23,175688,2024-09-22,2024-09-22,175688,paid
PAY-000916,DIST-082,INV-000916,2024-11-15,135502,2024-11-30,,0,overdue
PAY-000849,DIST-076,INV-000849,2025-01-19,47527,2025-02-09,2025-02-27,47527,paid
PAY-000049,DIST-004,INV-000049,2026-02-18,227656,2026-03-20,2026-03-20,227656,paid
PAY-000628,DIST-056,INV-000628,2024-09-02,137151,2024-09-17,2024-10-05,137151,paid
PAY-000754,DIST-066,INV-000754,2025-08-17,145372,2025-09-16,2025-10-04,145372,paid
PAY-000321,DIST-029,INV-000321,2024-12-12,85876,2025-01-26,2025-01-25,85876,paid
PAY-000570,DIST-050,INV-000570,2024-12-20,51134,2025-01-10,2025-01-10,51134,paid
PAY-001256,DIST-117,INV-001256,2024-12-02,80601,2024-12-23,,0,overdue
PAY-000857,DIST-077,INV-000857,2024-07-16,26877,2024-08-30,2024-09-25,26877,paid
PAY-000355,DIST-032,INV-000355,2025-04-10,342537,2025-05-10,2025-05-08,342537,paid
PAY-001030,DIST-092,INV-001030,2025-08-04,286764,2025-09-03,2025-09-03,286764,paid
PAY-000751,DIST-066,INV-000751,2025-05-27,119140,2025-06-26,2025-06-26,119140,paid
PAY-001142,DIST-102,INV-001142,2025-10-13,39034,2025-11-12,,0,overdue
PAY-000426,DIST-038,INV-000426,2025-07-13,151350,2025-07-28,2025-07-27,151350,paid
PAY-000098,DIST-008,INV-000098,2025-07-20,221876,2025-08-04,2025-08-04,221876,paid
PAY-000482,DIST-043,INV-000482,2025-12-29,80736,2026-02-12,2026-02-10,80736,paid
PAY-000072,DIST-006,INV-000072,2025-09-16,93609,2025-10-16,2025-10-16,93609,paid
PAY-001236,DIST-113,INV-001236,2024-12-01,27381,2024-12-22,2025-03-10,0,written_off
PAY-000810,DIST-072,INV-000810,2025-09-18,25521,2025-11-02,2025-11-01,25521,paid
PAY-000346,DIST-031,INV-000346,2026-02-06,171650,2026-03-23,2026-03-22,171650,paid
PAY-000041,DIST-004,INV-000041,2025-04-22,170004,2025-05-22,2025-05-20,170004,paid
PAY-000541,DIST-048,INV-000541,2025-03-03,40418,2025-04-02,2025-04-02,40418,paid
PAY-000547,DIST-048,INV-000547,2025-09-25,52269,2025-10-25,2025-10-25,52269,paid
PAY-000038,DIST-004,INV-000038,2025-02-04,226133,2025-03-06,2025-03-05,226133,paid
PAY-000413,DIST-037,INV-000413,2025-03-02,140289,2025-04-16,2025-04-14,140289,paid
PAY-000135,DIST-012,INV-000135,2025-04-24,10290,2025-05-15,2025-05-15,10290,paid
PAY-000738,DIST-065,INV-000738,2026-01-10,33748,2026-02-09,2026-03-04,33748,paid
PAY-000473,DIST-043,INV-000473,2025-02-20,64474,2025-04-06,2025-04-06,64474,paid
PAY-000005,DIST-001,INV-000005,2025-03-26,76983,2025-04-16,2025-04-16,76983,paid
PAY-000590,DIST-052,INV-000590,2024-11-14,256510,2024-12-05,2024-12-05,256510,paid
PAY-000660,DIST-059,INV-000660,2025-10-02,46477,2025-10-17,2025-11-17,46477,paid
PAY-000019,DIST-002,INV-000019,2025-08-27,201016,2025-09-11,2025-09-10,201016,paid
PAY-000292,DIST-026,INV-000292,2025-10-29,123947,2025-11-13,2025-11-10,123947,paid
PAY-000022,DIST-002,INV-000022,2025-11-20,144106,2025-12-05,2025-12-02,144106,paid
PAY-000591,DIST-052,INV-000591,2024-12-22,108632,2025-01-12,2025-02-01,108632,paid
PAY-001025,DIST-092,INV-001025,2025-03-06,265935,2025-04-05,2025-04-29,265935,paid
PAY-000973,DIST-087,INV-000973,2025-11-03,63800,2025-11-24,2025-11-23,63800,paid
PAY-000606,DIST-054,INV-000606,2025-07-17,112263,2025-08-07,2025-08-23,112263,paid
PAY-000335,DIST-030,INV-000335,2025-06-12,130585,2025-07-03,2025-07-01,130585,paid
PAY-000616,DIST-055,INV-000616,2025-06-19,197125,2025-07-19,2025-08-23,197125,paid
PAY-001217,DIST-111,INV-001217,2024-10-05,110161,2024-11-19,2024-12-04,86932,partial
PAY-000464,DIST-042,INV-000464,2024-07-05,224533,2024-08-04,2024-08-04,224533,paid
PAY-001190,DIST-107,INV-001190,2025-06-09,101910,2025-07-09,2025-07-28,58145,partial
PAY-000123,DIST-011,INV-000123,2025-03-15,55889,2025-04-05,2025-04-03,55889,paid
PAY-000762,DIST-067,INV-000762,2025-01-04,117483,2025-01-25,2025-02-09,117483,paid
PAY-000966,DIST-086,INV-000966,2025-06-17,33162,2025-07-02,2025-07-27,33162,paid
PAY-000048,DIST-004,INV-000048,2026-01-04,242986,2026-02-03,2026-01-31,242986,paid
PAY-000511,DIST-045,INV-000511,2024-02-11,20357,2024-03-12,2024-03-10,20357,paid
PAY-000506,DIST-045,INV-000506,2024-01-25,18420,2024-02-24,2024-02-22,18420,paid
PAY-000051,DIST-005,INV-000051,2024-09-15,48869,2024-10-06,2024-10-04,48869,paid
PAY-000202,DIST-018,INV-000202,2025-03-29,183163,2025-04-13,2025-04-13,183163,paid
PAY-000853,DIST-076,INV-000853,2025-06-15,42557,2025-07-06,2025-08-12,42557,paid
PAY-000328,DIST-029,INV-000328,2025-07-16,96892,2025-08-30,2025-08-27,96892,paid
PAY-000326,DIST-029,INV-000326,2025-05-17,83236,2025-07-01,2025-06-29,83236,paid
PAY-000446,DIST-040,INV-000446,2025-09-26,23847,2025-10-17,2025-10-15,23847,paid
PAY-000699,DIST-062,INV-000699,2025-03-25,10697,2025-04-24,2025-04-22,10697,paid
PAY-000432,DIST-039,INV-000432,2025-03-24,110915,2025-04-14,2025-04-12,110915,paid
PAY-000662,DIST-059,INV-000662,2025-12-04,96238,2025-12-19,2026-01-22,96238,paid
PAY-001254,DIST-117,INV-001254,2024-09-08,53585,2024-09-29,2024-12-23,0,written_off
PAY-000077,DIST-007,INV-000077,2024-10-25,89893,2024-11-09,2024-11-06,89893,paid
PAY-001101,DIST-098,INV-001101,2026-04-22,251564,2026-05-13,2026-05-12,251564,paid
PAY-000623,DIST-055,INV-000623,2026-02-19,219109,2026-03-21,2026-04-27,219109,paid
PAY-000734,DIST-065,INV-000734,2025-09-28,29621,2025-10-28,2025-12-11,29621,paid
PAY-000285,DIST-026,INV-000285,2025-03-27,121083,2025-04-11,2025-04-09,121083,paid
PAY-000575,DIST-051,INV-000575,2025-02-19,22353,2025-03-06,2025-03-30,22353,paid
PAY-001107,DIST-099,INV-001107,2024-10-27,20695,2024-12-11,2024-12-10,20695,paid
PAY-000882,DIST-079,INV-000882,2024-10-13,104025,2024-10-28,2024-12-07,104025,paid
PAY-000540,DIST-048,INV-000540,2025-01-28,30705,2025-02-27,2025-02-25,30705,paid
PAY-000218,DIST-019,INV-000218,2025-08-29,120905,2025-09-19,2025-09-17,120905,paid
PAY-000617,DIST-055,INV-000617,2025-07-18,261792,2025-08-17,2025-09-05,261792,paid
PAY-001177,DIST-106,INV-001177,2024-06-30,192366,2024-07-30,,0,overdue
PAY-001039,DIST-093,INV-001039,2025-08-17,274094,2025-10-01,,0,overdue
PAY-000068,DIST-006,INV-000068,2025-05-20,80753,2025-06-19,2025-06-18,80753,paid
PAY-000576,DIST-051,INV-000576,2025-04-02,15078,2025-04-17,2025-04-15,15078,paid
PAY-000239,DIST-021,INV-000239,2025-08-08,61036,2025-08-23,2025-08-23,61036,paid
PAY-001153,DIST-103,INV-001153,2025-01-23,190142,2025-02-13,,0,overdue
PAY-000582,DIST-051,INV-000582,2025-09-29,17254,2025-10-14,2025-11-09,17254,paid
PAY-000477,DIST-043,INV-000477,2025-06-26,87300,2025-08-10,2025-08-07,87300,paid
PAY-000219,DIST-019,INV-000219,2025-09-28,135229,2025-10-19,2025-10-16,135229,paid
PAY-001160,DIST-104,INV-001160,2025-05-11,235019,2025-06-10,2025-06-26,179255,partial
PAY-000851,DIST-076,INV-000851,2025-04-09,37578,2025-04-30,2025-05-12,37578,paid
PAY-001008,DIST-090,INV-001008,2025-08-13,44896,2025-08-28,2025-09-12,44896,paid
PAY-000705,DIST-062,INV-000705,2025-09-19,17449,2025-10-19,2025-10-29,17449,paid
PAY-000831,DIST-074,INV-000831,2025-03-20,29799,2025-04-19,2025-05-10,29799,paid
PAY-000010,DIST-001,INV-000010,2025-09-03,46265,2025-09-24,2025-09-21,46265,paid
PAY-000952,DIST-085,INV-000952,2025-04-10,28971,2025-05-25,2025-06-23,28971,paid
PAY-001242,DIST-115,INV-001242,2025-04-06,93128,2025-05-06,2025-08-26,0,written_off
PAY-000149,DIST-013,INV-000149,2025-04-11,171928,2025-05-11,2025-05-11,171928,paid
PAY-000795,DIST-070,INV-000795,2025-09-20,128161,2025-11-04,2025-11-15,128161,paid
PAY-000381,DIST-034,INV-000381,2026-01-01,107792,2026-01-16,2026-01-13,107792,paid
PAY-000673,DIST-060,INV-000673,2025-10-12,84454,2025-11-26,2025-11-23,84454,paid
PAY-000221,DIST-020,INV-000221,2024-07-12,232721,2024-07-27,2024-07-25,232721,paid
PAY-001128,DIST-101,INV-001128,2025-03-05,259299,2025-04-04,,0,overdue
PAY-001204,DIST-109,INV-001204,2025-06-21,142389,2025-07-06,2025-07-23,142389,paid
PAY-000986,DIST-088,INV-000986,2025-11-24,105091,2025-12-24,2026-01-09,105091,paid
PAY-000191,DIST-017,INV-000191,2025-10-13,77427,2025-11-27,2025-11-25,77427,paid
PAY-001032,DIST-093,INV-001032,2024-12-31,333608,2025-02-14,2025-02-20,163477,partial
PAY-001014,DIST-091,INV-001014,2024-12-30,13393,2025-01-14,2025-01-11,13393,paid
PAY-001225,DIST-112,INV-001225,2024-10-29,21509,2024-11-13,,0,overdue
PAY-000883,DIST-079,INV-000883,2024-11-07,125463,2024-11-22,2024-11-20,125463,paid
PAY-001042,DIST-094,INV-001042,2024-09-08,324304,2024-10-08,,0,overdue
PAY-000408,DIST-037,INV-000408,2024-10-13,247670,2024-11-27,2024-11-26,247670,paid
PAY-001099,DIST-098,INV-001099,2026-02-17,162874,2026-03-10,2026-04-07,162874,paid
PAY-000544,DIST-048,INV-000544,2025-06-17,32317,2025-07-17,2025-07-15,32317,paid
PAY-000661,DIST-059,INV-000661,2025-11-10,94009,2025-11-25,2026-01-03,94009,paid
PAY-001113,DIST-099,INV-001113,2025-06-01,23756,2025-07-16,,0,overdue
PAY-000301,DIST-027,INV-000301,2025-09-13,167865,2025-10-04,2025-10-04,167865,paid
PAY-000420,DIST-038,INV-000420,2024-12-19,104701,2025-01-03,2024-12-31,104701,paid
PAY-000601,DIST-053,INV-000601,2025-08-06,38701,2025-08-27,2025-08-24,38701,paid
PAY-000260,DIST-023,INV-000260,2025-03-02,112485,2025-03-17,2025-03-17,112485,paid
PAY-000524,DIST-046,INV-000524,2025-07-28,32077,2025-08-12,2025-08-10,32077,paid
PAY-000035,DIST-003,INV-000035,2025-09-30,25910,2025-10-15,2025-10-12,25910,paid
PAY-001178,DIST-106,INV-001178,2024-07-20,229487,2024-08-19,2024-09-12,229487,paid
PAY-000461,DIST-041,INV-000461,2025-03-11,21365,2025-03-26,2025-03-26,21365,paid
PAY-000066,DIST-006,INV-000066,2025-03-01,84933,2025-03-31,2025-03-29,84933,paid
PAY-000648,DIST-058,INV-000648,2025-08-07,82694,2025-08-22,2025-10-02,82694,paid
PAY-000383,DIST-035,INV-000383,2024-10-10,119233,2024-11-24,2024-11-24,119233,paid
PAY-000362,DIST-033,INV-000362,2025-01-26,37869,2025-03-12,2025-03-10,37869,paid
PAY-001132,DIST-101,INV-001132,2025-07-09,211123,2025-08-08,2025-09-11,211123,paid
PAY-000870,DIST-078,INV-000870,2025-08-13,49347,2025-09-27,2025-09-27,49347,paid
PAY-000440,DIST-039,INV-000440,2025-12-09,96158,2025-12-30,2025-12-28,96158,paid
PAY-000393,DIST-036,INV-000393,2025-04-22,25699,2025-06-06,2025-06-03,25699,paid
PAY-001079,DIST-097,INV-001079,2025-07-23,54840,2025-08-22,2025-08-21,54840,paid
PAY-001258,DIST-117,INV-001258,2025-02-06,37575,2025-02-27,2025-06-18,0,written_off
PAY-000638,DIST-057,INV-000638,2025-03-29,37974,2025-04-28,2025-06-11,37974,paid
PAY-000327,DIST-029,INV-000327,2025-06-20,76571,2025-08-04,2025-08-04,76571,paid
PAY-000279,DIST-025,INV-000279,2024-12-20,217747,2025-01-10,2025-01-07,217747,paid
PAY-001246,DIST-115,INV-001246,2025-08-09,90250,2025-09-08,2025-12-18,0,written_off
PAY-001219,DIST-111,INV-001219,2024-12-08,165200,2025-01-22,2025-02-25,165200,paid
PAY-001074,DIST-096,INV-001074,2025-12-03,62376,2026-01-17,,0,overdue
PAY-001073,DIST-096,INV-001073,2025-10-22,163847,2025-12-06,2025-12-17,130867,partial
PAY-000444,DIST-040,INV-000444,2025-07-20,17090,2025-08-10,2025-08-08,17090,paid
PAY-000500,DIST-045,INV-000500,2024-01-04,25370,2024-02-03,2024-02-01,25370,paid
PAY-000740,DIST-065,INV-000740,2026-02-28,60346,2026-03-30,2026-04-29,60346,paid
PAY-000211,DIST-019,INV-000211,2025-01-21,131608,2025-02-11,2025-02-11,131608,paid
PAY-000814,DIST-072,INV-000814,2026-01-09,24591,2026-02-23,2026-04-08,24591,paid
PAY-000170,DIST-015,INV-000170,2025-05-21,33348,2025-07-05,2025-07-04,33348,paid
PAY-000320,DIST-029,INV-000320,2024-10-29,100436,2024-12-13,2024-12-12,100436,paid
PAY-000602,DIST-054,INV-000602,2025-02-16,152821,2025-03-09,2025-03-08,152821,paid
PAY-000785,DIST-070,INV-000785,2024-11-13,104068,2024-12-28,2025-02-02,104068,paid
PAY-001214,DIST-110,INV-001214,2025-04-06,29444,2025-05-21,,0,overdue
PAY-000598,DIST-053,INV-000598,2025-05-10,44168,2025-05-31,2025-06-13,44168,paid
PAY-000957,DIST-085,INV-000957,2025-09-16,18330,2025-10-31,2025-12-10,18330,paid
PAY-000403,DIST-036,INV-000403,2026-03-18,18065,2026-05-02,2026-04-30,18065,paid
PAY-001260,DIST-117,INV-001260,2025-05-06,58658,2025-05-27,2025-09-01,0,written_off
PAY-000735,DIST-065,INV-000735,2025-11-05,57880,2025-12-05,2026-01-17,57880,paid
PAY-000926,DIST-083,INV-000926,2025-04-20,137039,2025-05-11,,0,overdue
PAY-000203,DIST-018,INV-000203,2025-04-26,338901,2025-05-11,2025-05-09,338901,paid
PAY-000178,DIST-016,INV-000178,2025-04-01,27087,2025-04-22,2025-04-19,27087,paid
PAY-000257,DIST-023,INV-000257,2024-11-08,83868,2024-11-23,2024-11-20,83868,paid
PAY-000894,DIST-080,INV-000894,2025-05-24,281634,2025-06-14,2025-07-07,281634,paid
PAY-000410,DIST-037,INV-000410,2024-12-01,224082,2025-01-15,2025-01-15,224082,paid
PAY-000964,DIST-086,INV-000964,2025-04-04,27728,2025-04-19,2025-05-22,27728,paid
PAY-000447,DIST-040,INV-000447,2025-10-29,14719,2025-11-19,2025-11-19,14719,paid
PAY-000508,DIST-045,INV-000508,2024-03-21,15243,2024-04-20,2024-04-18,15243,paid
PAY-000829,DIST-074,INV-000829,2025-01-24,64269,2025-02-23,2025-02-22,64269,paid
