order_id,distributor_id,order_date,order_value_inr,order_status
ORD-01035,DIST-068,2024-09-24,50000,delivered
ORD-01036,DIST-068,2026-01-02,300000,delivered
ORD-01037,DIST-068,2024-09-11,150000,pending
ORD-01038,DIST-068,2024-09-12,300000,delivered
ORD-01039,DIST-069,2025-05-19,75000,cancelled
ORD-01040,DIST-069,2025-06-28,150000,delivered
ORD-01041,DIST-069,2026-02-14,50000,delivered
ORD-01042,DIST-069,2025-03-10,150000,delivered
ORD-01043,DIST-069,2026-02-14,100000,delivered
ORD-01044,DIST-069,2024-07-10,75000,delivered
ORD-01045,DIST-069,2026-05-09,200000,delivered
ORD-01046,DIST-069,2025-09-30,75000,pending
ORD-01047,DIST-069,2024-06-21,300000,delivered
ORD-01048,DIST-069,2025-04-07,300000,delivered
ORD-01049,DIST-069,2025-10-17,200000,cancelled
ORD-01050,DIST-069,2024-09-09,50000,pending
ORD-01051,DIST-069,2024-10-16,200000,delivered
ORD-01052,DIST-069,2025-08-28,75000,delivered
ORD-01053,DIST-069,2025-03-03,150000,delivered
ORD-01054,DIST-069,2026-03-24,100000,delivered
ORD-01055,DIST-069,2025-01-03,100000,pending
ORD-01056,DIST-069,2025-10-10,300000,delivered
ORD-01057,DIST-069,2025-06-18,150000,cancelled
ORD-01058,DIST-069,2024-11-10,200000,delivered
ORD-01059,DIST-069,2025-11-01,300000,delivered
ORD-01060,DIST-070,2026-01-04,50000,delivered
ORD-01061,DIST-070,2024-12-23,50000,cancelled
ORD-01062,DIST-070,2024-07-04,75000,delivered
ORD-01063,DIST-070,2026-05-23,75000,delivered
ORD-01064,DIST-070,2025-09-19,200000,delivered
ORD-01065,DIST-070,2024-10-05,50000,delivered
ORD-01066,DIST-070,2025-06-17,100000,delivered
ORD-01067,DIST-070,2024-11-29,100000,pending
ORD-01068,DIST-070,2026-01-22,75000,delivered
ORD-01069,DIST-070,2024-11-15,75000,cancelled
ORD-01070,DIST-070,2026-05-07,25000,delivered
ORD-01071,DIST-070,2025-07-01,300000,delivered
ORD-01072,DIST-070,2026-01-07,50000,delivered
ORD-01073,DIST-070,2025-01-13,200000,delivered
ORD-01074,DIST-070,2024-12-29,100000,delivered
ORD-01075,DIST-070,2025-11-08,300000,delivered
ORD-01076,DIST-070,2026-04-30,50000,delivered
ORD-01077,DIST-070,2026-03-25,300000,delivered
ORD-01078,DIST-070,2024-06-09,150000,delivered
ORD-01079,DIST-070,2025-04-09,200000,delivered
ORD-01080,DIST-071,2025-03-09,100000,delivered
ORD-01081,DIST-071,2025-05-24,50000,delivered
ORD-01082,DIST-071,2025-09-21,150000,delivered
ORD-01083,DIST-071,2026-03-01,25000,delivered
ORD-01084,DIST-071,2024-06-08,200000,delivered
ORD-01085,DIST-071,2025-06-19,150000,delivered
ORD-01086,DIST-071,2026-02-14,200000,delivered
ORD-01087,DIST-071,2024-09-19,75000,delivered
ORD-01088,DIST-071,2025-03-11,300000,delivered
ORD-01089,DIST-071,2025-03-11,200000,delivered
ORD-01090,DIST-071,2026-03-30,50000,delivered
ORD-01091,DIST-071,2025-11-12,25000,delivered
ORD-01092,DIST-071,2026-02-05,75000,delivered
ORD-01093,DIST-071,2026-04-29,25000,delivered
ORD-01094,DIST-071,2026-04-03,75000,delivered
ORD-01095,DIST-071,2025-02-21,100000,pending
ORD-01096,DIST-071,2025-07-03,150000,delivered
ORD-01097,DIST-071,2026-05-27,300000,pending
ORD-01098,DIST-071,2024-12-12,200000,delivered
ORD-01099,DIST-071,2025-01-14,200000,delivered
ORD-01100,DIST-071,2025-10-01,200000,pending
ORD-01101,DIST-071,2025-06-03,300000,delivered
ORD-01102,DIST-071,2024-11-22,150000,cancelled
ORD-01103,DIST-071,2024-12-03,100000,delivered
ORD-01104,DIST-072,2025-02-20,150000,delivered
ORD-01105,DIST-072,2024-12-05,75000,pending
ORD-01106,DIST-072,2026-04-02,75000,delivered
ORD-01107,DIST-072,2025-01-15,75000,delivered
ORD-01108,DIST-072,2025-08-05,75000,delivered
ORD-01109,DIST-072,2025-06-16,75000,delivered
ORD-01110,DIST-072,2025-09-18,100000,cancelled
ORD-01111,DIST-072,2024-07-25,150000,cancelled
ORD-01112,DIST-073,2026-02-26,50000,delivered
ORD-01113,DIST-073,2025-10-26,200000,delivered
ORD-01114,DIST-073,2025-06-26,100000,delivered
ORD-01115,DIST-073,2024-07-26,50000,cancelled
ORD-01116,DIST-073,2024-10-19,75000,pending
ORD-01117,DIST-073,2025-07-25,100000,pending
ORD-01118,DIST-073,2024-10-25,200000,delivered
ORD-01119,DIST-073,2024-12-02,100000,delivered
ORD-01120,DIST-073,2025-05-07,50000,delivered
ORD-01121,DIST-073,2025-04-17,25000,delivered
ORD-01122,DIST-073,2025-09-06,300000,delivered
ORD-01123,DIST-073,2024-11-20,50000,delivered
ORD-01124,DIST-073,2025-10-15,300000,delivered
ORD-01125,DIST-073,2024-08-30,100000,delivered
ORD-01126,DIST-073,2026-03-11,100000,delivered
ORD-01127,DIST-073,2025-10-02,25000,delivered
ORD-01128,DIST-073,2025-11-29,,delivered
ORD-01129,DIST-073,2024-06-15,300000,cancelled
ORD-01130,DIST-073,2025-11-26,200000,delivered
ORD-01131,DIST-073,2024-06-05,50000,delivered
ORD-01132,DIST-073,2025-01-18,75000,delivered
ORD-01133,DIST-073,2025-04-16,100000,delivered
ORD-01134,DIST-074,2026-01-24,25000,delivered
ORD-01135,DIST-074,2024-07-17,75000,delivered
ORD-01136,DIST-074,2025-09-10,150000,delivered
ORD-01137,DIST-074,2025-11-19,200000,delivered
ORD-01138,DIST-074,2024-10-16,100000,delivered
ORD-01139,DIST-074,2025-06-03,50000,delivered
ORD-01140,DIST-074,2025-07-19,50000,delivered
ORD-01141,DIST-074,2024-10-13,25000,delivered
ORD-01142,DIST-074,2026-01-25,25000,delivered
ORD-01143,DIST-074,2025-06-11,300000,delivered
ORD-01144,DIST-074,2024-07-09,200000,delivered
ORD-01145,DIST-074,2025-02-17,150000,delivered
ORD-01146,DIST-074,2024-07-20,25000,delivered
ORD-01147,DIST-074,2026-04-09,300000,delivered
ORD-01148,DIST-074,2024-06-21,25000,delivered
ORD-01149,DIST-074,2025-08-01,25000,delivered
ORD-01150,DIST-074,2025-12-13,200000,delivered
ORD-01151,DIST-074,2024-11-04,200000,delivered
ORD-01152,DIST-074,2026-03-08,100000,delivered
ORD-01153,DIST-074,2026-04-09,150000,delivered
ORD-01154,DIST-075,2026-02-28,50000,delivered
ORD-01155,DIST-075,2025-08-03,25000,cancelled
ORD-01156,DIST-075,2025-11-06,25000,delivered
ORD-01157,DIST-075,2025-03-17,25000,delivered
ORD-01158,DIST-075,2025-10-23,50000,delivered
ORD-01159,DIST-075,2025-02-25,50000,cancelled
ORD-01160,DIST-075,2025-06-02,75000,delivered
ORD-01161,DIST-075,2024-11-12,100000,delivered
ORD-01162,DIST-075,2024-12-30,100000,delivered
ORD-01163,DIST-075,2025-05-05,25000,delivered
ORD-01164,DIST-075,2026-04-19,25000,delivered
ORD-01165,DIST-075,2026-01-09,50000,delivered
ORD-01166,DIST-076,2025-11-06,200000,delivered
ORD-01167,DIST-076,2024-09-12,200000,pending
ORD-01168,DIST-076,2025-01-23,75000,delivered
ORD-01169,DIST-076,2025-02-26,25000,delivered
ORD-01170,DIST-076,2024-11-26,300000,cancelled
ORD-01171,DIST-076,2025-03-25,200000,delivered
ORD-01172,DIST-077,2025-08-11,25000,delivered
ORD-01173,DIST-077,2024-07-17,50000,delivered
ORD-01174,DIST-077,2026-04-11,75000,delivered
ORD-01175,DIST-077,2025-06-02,150000,cancelled
ORD-01176,DIST-077,2025-03-02,25000,cancelled
ORD-01177,DIST-077,2025-06-17,50000,cancelled
ORD-01178,DIST-077,2024-09-25,100000,delivered
ORD-01179,DIST-077,2025-03-06,200000,cancelled
ORD-01180,DIST-077,2025-10-03,200000,delivered
ORD-01181,DIST-077,2024-11-18,200000,delivered
ORD-01182,DIST-077,2024-07-31,300000,pending
ORD-01183,DIST-077,2024-11-11,150000,delivered
ORD-01184,DIST-077,2025-10-08,200000,cancelled
ORD-01185,DIST-077,2025-08-23,100000,delivered
ORD-01186,DIST-078,2026-02-17,200000,delivered
ORD-01187,DIST-078,2024-10-12,100000,delivered
ORD-01188,DIST-078,2024-09-24,100000,cancelled
ORD-01189,DIST-078,2024-07-18,200000,delivered
ORD-01190,DIST-078,2025-04-18,300000,delivered
ORD-01191,DIST-078,2026-04-26,200000,delivered
ORD-01192,DIST-078,2026-01-12,50000,delivered
ORD-01193,DIST-078,2026-04-17,150000,cancelled
ORD-01194,DIST-078,2025-11-18,150000,delivered
ORD-01195,DIST-078,2024-09-06,200000,delivered
ORD-01196,DIST-078,2025-02-10,200000,delivered
ORD-01197,DIST-078,2026-04-24,50000,delivered
ORD-01198,DIST-078,2025-12-24,150000,cancelled
ORD-01199,DIST-078,2024-07-26,50000,delivered
ORD-01200,DIST-078,2025-10-31,300000,cancelled
ORD-01201,DIST-079,2024-11-17,100000,delivered
ORD-01202,DIST-079,2025-04-25,75000,delivered
ORD-01203,DIST-079,2024-07-22,150000,delivered
ORD-01204,DIST-079,2026-03-21,300000,delivered
ORD-01205,DIST-079,2025-01-27,100000,delivered
ORD-01206,DIST-079,2026-01-08,300000,delivered
ORD-01207,DIST-079,2025-10-24,25000,delivered
ORD-01208,DIST-079,2025-10-23,25000,delivered
ORD-01209,DIST-079,2024-09-14,25000,delivered
ORD-01210,DIST-079,2025-12-23,300000,delivered
ORD-01211,DIST-079,2024-09-02,150000,delivered
ORD-01212,DIST-079,2026-03-15,150000,delivered
ORD-01213,DIST-079,2025-12-28,200000,delivered
ORD-01214,DIST-079,2025-09-11,75000,pending
ORD-01215,DIST-079,2024-07-26,300000,cancelled
ORD-01216,DIST-079,2025-09-09,300000,delivered
ORD-01217,DIST-079,2026-02-25,200000,delivered
ORD-01218,DIST-079,2026-04-04,100000,delivered
ORD-01219,DIST-079,2024-09-25,200000,delivered
ORD-01220,DIST-080,2024-06-03,300000,delivered
ORD-01221,DIST-080,2026-03-11,75000,pending
ORD-01222,DIST-080,2025-12-13,200000,delivered
ORD-01223,DIST-080,2024-09-17,50000,delivered
ORD-01224,DIST-080,2025-10-18,200000,delivered
ORD-01225,DIST-080,2026-06-09,75000,delivered
ORD-01226,DIST-080,2026-02-16,25000,delivered
ORD-01227,DIST-080,2025-07-08,300000,delivered
ORD-01228,DIST-080,2024-12-13,25000,delivered
ORD-01229,DIST-080,2025-07-30,200000,delivered
ORD-01230,DIST-080,2026-04-20,300000,delivered
ORD-01231,DIST-081,2025-09-12,150000,delivered
ORD-01232,DIST-081,2024-10-16,25000,pending
ORD-01233,DIST-081,2025-11-26,150000,delivered
ORD-01234,DIST-081,2025-08-18,100000,cancelled
ORD-01235,DIST-081,2025-11-03,50000,delivered
ORD-01236,DIST-081,2026-05-10,200000,delivered
ORD-01237,DIST-081,2024-10-10,200000,delivered
ORD-01238,DIST-081,2026-02-05,75000,delivered
ORD-01239,DIST-081,2025-10-30,100000,cancelled
ORD-01240,DIST-081,2026-02-14,300000,pending
ORD-01241,DIST-081,2025-02-10,75000,delivered
ORD-01242,DIST-081,2025-03-29,50000,delivered
ORD-01243,DIST-081,2024-10-20,200000,delivered
ORD-01244,DIST-081,2025-11-07,200000,delivered
ORD-01245,DIST-081,2025-12-13,200000,cancelled
ORD-01246,DIST-081,2025-12-19,50000,delivered
ORD-01247,DIST-081,2025-01-01,75000,delivered
ORD-01248,DIST-081,2026-05-05,200000,delivered
ORD-01249,DIST-082,2026-05-29,50000,delivered
ORD-01250,DIST-082,2025-10-29,200000,delivered
ORD-01251,DIST-082,2025-04-27,300000,delivered
ORD-01252,DIST-082,2025-05-27,150000,delivered
ORD-01253,DIST-082,2026-01-06,200000,pending
ORD-01254,DIST-082,2025-08-02,300000,delivered
ORD-01255,DIST-082,2025-11-29,300000,delivered
ORD-01256,DIST-082,2025-08-07,150000,cancelled
ORD-01257,DIST-083,2024-06-26,25000,delivered
ORD-01258,DIST-083,2026-04-18,75000,delivered
ORD-01259,DIST-083,2024-11-12,200000,pending
ORD-01260,DIST-083,2025-02-12,25000,delivered
ORD-01261,DIST-083,2026-05-09,50000,delivered
ORD-01262,DIST-083,2025-12-07,300000,delivered
ORD-01263,DIST-083,2025-09-07,300000,delivered
ORD-01264,DIST-084,2025-12-28,200000,cancelled
ORD-01265,DIST-084,2026-03-25,50000,delivered
ORD-01266,DIST-084,2025-11-06,300000,delivered
ORD-01267,DIST-084,2026-05-14,200000,delivered
ORD-01268,DIST-084,2024-07-19,100000,pending
ORD-01269,DIST-084,2025-08-01,200000,pending
ORD-01270,DIST-084,2025-04-17,25000,pending
ORD-01271,DIST-084,2024-06-14,50000,delivered
ORD-01272,DIST-084,2026-02-26,300000,cancelled
ORD-01273,DIST-084,2025-08-28,200000,cancelled
ORD-01274,DIST-084,2026-05-23,75000,delivered
ORD-01275,DIST-084,2026-01-24,150000,delivered
ORD-01276,DIST-084,2024-12-19,50000,delivered
ORD-01277,DIST-084,2025-03-29,200000,delivered
ORD-01278,DIST-084,2024-08-16,50000,delivered
ORD-01279,DIST-084,2025-11-09,25000,delivered
ORD-01280,DIST-084,2025-08-13,75000,delivered
ORD-01281,DIST-084,2024-10-12,300000,delivered
ORD-01282,DIST-084,2025-02-17,100000,delivered
ORD-01283,DIST-084,2026-05-28,25000,pending
ORD-01284,DIST-084,2024-11-05,150000,pending
ORD-01285,DIST-084,2024-07-23,200000,delivered
ORD-01286,DIST-084,2026-02-21,75000,cancelled
ORD-01287,DIST-084,2025-10-16,150000,delivered
ORD-01288,DIST-084,2025-06-02,200000,delivered
ORD-01289,DIST-085,2025-11-21,50000,delivered
ORD-01290,DIST-085,2025-11-16,150000,delivered
ORD-01291,DIST-085,2024-11-11,150000,delivered
ORD-01292,DIST-085,2025-07-19,50000,delivered
ORD-01293,DIST-085,2025-01-05,75000,delivered
ORD-01294,DIST-085,2025-06-05,300000,delivered
ORD-01295,DIST-085,2026-02-24,150000,delivered
ORD-01296,DIST-085,2026-03-27,200000,delivered
ORD-01297,DIST-085,2025-05-21,200000,delivered
ORD-01298,DIST-085,2026-02-19,50000,pending
ORD-01299,DIST-085,2024-07-11,75000,delivered
ORD-01300,DIST-085,2025-06-26,25000,pending
ORD-01301,DIST-085,2025-07-01,200000,delivered
ORD-01302,DIST-085,2025-03-17,150000,delivered
ORD-01303,DIST-086,2025-11-09,100000,cancelled
ORD-01304,DIST-086,2025-10-12,200000,delivered
ORD-01305,DIST-086,2024-12-15,25000,delivered
ORD-01306,DIST-086,2024-09-07,300000,delivered
ORD-01307,DIST-086,2025-12-03,200000,delivered
ORD-01308,DIST-086,2024-08-07,200000,delivered
ORD-01309,DIST-086,2025-01-05,100000,cancelled
ORD-01310,DIST-086,2024-09-15,300000,delivered
ORD-01311,DIST-086,2026-05-21,200000,cancelled
ORD-01312,DIST-086,2025-08-20,25000,delivered
ORD-01313,DIST-086,2026-05-04,100000,delivered
ORD-01314,DIST-086,2026-06-05,25000,delivered
ORD-01315,DIST-086,2024-08-15,300000,delivered
ORD-01316,DIST-086,2025-02-13,150000,delivered
ORD-01317,DIST-086,2025-01-20,100000,pending
ORD-01318,DIST-087,2025-09-05,100000,delivered
ORD-01319,DIST-087,2025-04-20,200000,delivered
ORD-01320,DIST-087,2024-09-30,200000,delivered
ORD-01321,DIST-087,2026-06-08,300000,delivered
ORD-01322,DIST-087,2026-01-21,300000,delivered
ORD-01323,DIST-087,2024-08-14,150000,delivered
ORD-01324,DIST-087,2024-09-17,200000,delivered
ORD-01325,DIST-087,2025-04-05,75000,delivered
ORD-01326,DIST-087,2025-08-23,300000,delivered
ORD-01327,DIST-087,2026-04-08,50000,delivered
ORD-01328,DIST-087,2025-11-29,200000,delivered
ORD-01329,DIST-087,2025-07-06,300000,delivered
ORD-01330,DIST-087,2025-12-11,200000,delivered
ORD-01331,DIST-087,2024-10-26,300000,delivered
ORD-01332,DIST-087,2026-03-26,25000,delivered
ORD-01333,DIST-087,2025-12-19,50000,cancelled
ORD-01334,DIST-088,2024-07-13,150000,delivered
ORD-01335,DIST-088,2025-07-09,25000,delivered
ORD-01336,DIST-088,2025-04-09,200000,delivered
ORD-01337,DIST-088,2025-05-19,200000,delivered
ORD-01338,DIST-088,2025-11-07,50000,delivered
ORD-01339,DIST-088,2025-01-13,75000,delivered
ORD-01340,DIST-088,2024-12-16,200000,delivered
ORD-01341,DIST-089,2024-07-26,150000,cancelled
ORD-01342,DIST-089,2025-09-16,25000,delivered
ORD-01343,DIST-089,2025-03-25,75000,delivered
ORD-01344,DIST-089,2024-09-09,150000,delivered
ORD-01345,DIST-089,2025-10-12,75000,pending
ORD-01346,DIST-089,2024-10-10,50000,delivered
ORD-01347,DIST-089,2024-09-11,25000,delivered
ORD-01348,DIST-089,2024-12-16,100000,delivered
ORD-01349,DIST-089,2025-05-03,75000,delivered
ORD-01350,DIST-089,2026-05-12,150000,delivered
ORD-01351,DIST-089,2026-01-02,75000,delivered
ORD-01352,DIST-089,2025-08-13,75000,delivered
ORD-01353,DIST-089,2025-02-08,200000,delivered
ORD-01354,DIST-089,2026-03-19,300000,delivered
ORD-01355,DIST-089,2025-06-04,200000,delivered
ORD-01356,DIST-089,2025-05-06,100000,cancelled
ORD-01357,DIST-089,2025-08-31,75000,delivered
ORD-01358,DIST-089,2025-10-12,50000,delivered
ORD-01359,DIST-089,2026-03-24,300000,delivered
ORD-01360,DIST-089,2025-03-15,50000,cancelled
ORD-01361,DIST-089,2025-12-04,200000,delivered
ORD-01362,DIST-089,2026-03-04,25000,delivered
ORD-01363,DIST-090,2025-11-02,300000,delivered
ORD-01364,DIST-090,2026-01-17,300000,delivered
ORD-01365,DIST-090,2026-01-26,25000,delivered
ORD-01366,DIST-090,2025-12-17,150000,delivered
ORD-01367,DIST-091,2026-04-01,75000,delivered
ORD-01368,DIST-091,2025-07-07,300000,delivered
ORD-01369,DIST-091,2026-01-25,75000,delivered
ORD-01370,DIST-091,2024-10-16,150000,delivered
ORD-01371,DIST-091,2024-09-01,150000,delivered
ORD-01372,DIST-091,2024-06-11,300000,delivered
ORD-01373,DIST-091,2026-02-19,300000,delivered
ORD-01374,DIST-091,2025-11-09,50000,delivered
ORD-01375,DIST-091,2024-12-01,150000,delivered
ORD-01376,DIST-091,2026-04-07,50000,cancelled
ORD-01377,DIST-091,2025-10-09,25000,pending
ORD-01378,DIST-091,2025-01-11,50000,delivered
ORD-01379,DIST-091,2024-08-04,50000,delivered
ORD-01380,DIST-091,2024-07-14,150000,delivered
ORD-01381,DIST-091,2025-06-05,100000,delivered
ORD-01382,DIST-091,2024-07-18,200000,delivered
ORD-01383,DIST-091,2025-04-28,150000,delivered
ORD-01384,DIST-091,2026-03-11,300000,cancelled
ORD-01385,DIST-091,2025-02-25,150000,delivered
ORD-01386,DIST-092,2025-06-21,75000,delivered
ORD-01387,DIST-092,2026-01-23,300000,delivered
ORD-01388,DIST-092,2024-08-19,100000,delivered
ORD-01389,DIST-092,2025-01-15,75000,delivered
ORD-01390,DIST-092,2025-05-20,100000,delivered
ORD-01391,DIST-092,2026-02-09,50000,delivered
ORD-01392,DIST-092,2025-08-25,25000,delivered
ORD-01393,DIST-092,2025-11-09,50000,delivered
ORD-01394,DIST-092,2024-11-01,75000,delivered
ORD-01395,DIST-093,2026-06-05,200000,cancelled
ORD-01396,DIST-093,2025-01-22,75000,delivered
ORD-01397,DIST-093,2026-06-08,200000,delivered
ORD-01398,DIST-093,2025-10-04,150000,delivered
ORD-01399,DIST-093,2024-11-13,100000,delivered
ORD-01400,DIST-093,2024-06-23,50000,delivered
ORD-01401,DIST-093,2026-01-09,50000,delivered
ORD-01402,DIST-093,2026-03-07,150000,delivered
ORD-01403,DIST-093,2024-10-29,75000,delivered
ORD-01404,DIST-093,2024-12-02,100000,delivered
ORD-01405,DIST-093,2026-02-04,200000,pending
ORD-01406,DIST-093,2024-06-20,200000,cancelled
ORD-01407,DIST-093,2026-04-09,25000,cancelled
ORD-01408,DIST-093,2025-01-08,100000,delivered
ORD-01409,DIST-093,2025-10-07,300000,delivered
ORD-01410,DIST-093,2025-07-26,300000,delivered
ORD-01411,DIST-093,2026-01-18,50000,cancelled
ORD-01412,DIST-093,2026-03-01,75000,delivered
ORD-01413,DIST-093,2024-11-19,75000,delivered
ORD-01414,DIST-093,2025-09-08,25000,delivered
ORD-01415,DIST-093,2025-01-22,50000,delivered
ORD-01416,DIST-093,2024-09-20,150000,delivered
ORD-01417,DIST-093,2025-10-30,300000,delivered
ORD-01418,DIST-094,2026-02-11,100000,delivered
ORD-01419,DIST-094,2026-02-20,300000,delivered
ORD-01420,DIST-094,2025-11-27,25000,delivered
ORD-01421,DIST-094,2024-09-04,50000,delivered
ORD-01422,DIST-094,2026-02-08,25000,delivered
ORD-01423,DIST-094,2026-04-26,150000,delivered
ORD-01424,DIST-094,2025-08-05,25000,delivered
ORD-01425,DIST-094,2026-05-16,50000,delivered
ORD-01426,DIST-095,2025-06-26,300000,delivered
ORD-01427,DIST-095,2026-05-15,100000,delivered
ORD-01428,DIST-095,2024-10-16,300000,delivered
ORD-01429,DIST-095,2025-01-25,25000,pending
ORD-01430,DIST-095,2025-03-18,150000,delivered
ORD-01431,DIST-095,2025-07-24,25000,delivered
ORD-01432,DIST-095,2026-05-28,25000,delivered
ORD-01433,DIST-095,2026-01-13,150000,delivered
ORD-01434,DIST-095,2024-06-08,50000,delivered
ORD-01435,DIST-095,2026-05-06,100000,cancelled
ORD-01436,DIST-095,2025-06-06,100000,delivered
ORD-01437,DIST-095,2026-03-30,75000,delivered
ORD-01438,DIST-095,2025-12-01,75000,delivered
ORD-01439,DIST-095,2026-02-17,200000,delivered
ORD-01440,DIST-095,2025-07-12,100000,delivered
ORD-01441,DIST-095,2025-12-18,100000,delivered
ORD-01442,DIST-095,2024-12-01,150000,delivered
ORD-01443,DIST-095,2025-10-09,75000,delivered
ORD-01444,DIST-095,2026-01-13,200000,delivered
ORD-01445,DIST-096,2024-10-20,200000,cancelled
ORD-01446,DIST-096,2024-09-30,100000,delivered
ORD-01447,DIST-096,2026-05-18,25000,pending
ORD-01448,DIST-096,2025-01-06,300000,delivered
ORD-01449,DIST-096,2025-05-13,150000,cancelled
ORD-01450,DIST-096,2026-05-15,25000,delivered
ORD-01451,DIST-096,2024-11-12,200000,delivered
ORD-01452,DIST-096,2024-06-06,300000,cancelled
ORD-01453,DIST-096,2024-10-27,150000,delivered
ORD-01454,DIST-096,2025-08-20,75000,delivered
ORD-01455,DIST-096,2025-01-14,150000,delivered
ORD-01456,DIST-096,2024-07-09,100000,delivered
ORD-01457,DIST-096,2026-02-19,75000,delivered
ORD-01458,DIST-096,2026-05-30,25000,pending
ORD-01459,DIST-096,2024-11-27,100000,delivered
ORD-01460,DIST-096,2024-06-11,200000,delivered
ORD-01461,DIST-097,2025-03-20,300000,delivered
ORD-01462,DIST-097,2026-02-04,200000,delivered
ORD-01463,DIST-097,2025-01-24,200000,delivered
ORD-01464,DIST-097,2024-07-07,200000,delivered
ORD-01465,DIST-097,2024-06-01,25000,pending
ORD-01466,DIST-097,2025-03-10,75000,delivered
ORD-01467,DIST-097,2026-04-17,150000,delivered
ORD-01468,DIST-097,2024-12-23,200000,delivered
ORD-01469,DIST-097,2026-05-22,25000,delivered
ORD-01470,DIST-097,2025-12-15,300000,delivered
ORD-01471,DIST-097,2025-12-25,75000,pending
ORD-01472,DIST-097,2025-05-22,75000,pending
ORD-01473,DIST-097,2025-01-18,50000,delivered
ORD-01474,DIST-097,2025-09-09,150000,pending
ORD-01475,DIST-097,2024-06-05,100000,delivered
ORD-01476,DIST-097,2025-11-01,25000,delivered
ORD-01477,DIST-097,2025-10-29,25000,delivered
ORD-01478,DIST-097,2025-11-08,150000,pending
ORD-01479,DIST-097,2026-01-10,100000,delivered
ORD-01480,DIST-097,2025-06-22,300000,delivered
ORD-01481,DIST-098,2025-05-14,100000,pending
ORD-01482,DIST-098,2026-04-29,150000,delivered
ORD-01483,DIST-098,2024-06-29,75000,delivered
ORD-01484,DIST-098,2024-08-09,300000,delivered
ORD-01485,DIST-098,2025-01-12,50000,delivered
ORD-01486,DIST-098,2025-04-20,75000,delivered
ORD-01487,DIST-098,2025-11-11,200000,delivered
ORD-01488,DIST-098,2025-02-25,25000,delivered
ORD-01489,DIST-098,2025-07-14,300000,delivered
ORD-01490,DIST-098,2025-05-17,50000,delivered
ORD-01491,DIST-098,2025-10-01,50000,delivered
ORD-01492,DIST-099,2025-03-03,200000,delivered
ORD-01493,DIST-099,2026-05-01,50000,pending
ORD-01494,DIST-099,2025-10-24,50000,delivered
ORD-01495,DIST-099,2025-02-03,50000,cancelled
ORD-01496,DIST-099,2025-01-21,50000,delivered
ORD-01497,DIST-099,2026-02-24,300000,delivered
ORD-01498,DIST-099,2024-09-18,25000,delivered
ORD-01499,DIST-099,2026-04-24,100000,pending
ORD-01500,DIST-099,2026-02-19,300000,delivered
ORD-01501,DIST-099,2025-12-07,300000,pending
ORD-01502,DIST-099,2025-10-07,75000,delivered
ORD-01503,DIST-099,2025-10-18,150000,cancelled
ORD-01504,DIST-099,2025-03-09,300000,delivered
ORD-01505,DIST-099,2025-11-06,50000,delivered
ORD-01506,DIST-099,2026-01-12,150000,delivered
ORD-01507,DIST-099,2025-08-08,150000,delivered
ORD-01508,DIST-099,2024-07-04,100000,delivered
ORD-01509,DIST-099,2026-05-04,100000,delivered
ORD-01510,DIST-099,2024-10-02,100000,delivered
ORD-01511,DIST-099,2025-04-20,25000,delivered
ORD-01512,DIST-099,2026-04-22,150000,delivered
ORD-01513,DIST-099,2024-09-12,150000,delivered
ORD-01514,DIST-100,2024-12-09,50000,delivered
ORD-01515,DIST-100,2025-03-03,150000,delivered
ORD-01516,DIST-100,2025-05-18,100000,delivered
ORD-01517,DIST-100,2025-08-09,200000,delivered
ORD-01518,DIST-100,2025-06-17,100000,delivered
ORD-01519,DIST-100,2025-03-14,150000,delivered
ORD-01520,DIST-100,2024-10-13,200000,pending
ORD-01521,DIST-100,2025-01-21,200000,cancelled
ORD-01522,DIST-100,2025-03-04,150000,cancelled
ORD-01523,DIST-100,2025-08-17,50000,cancelled
ORD-01524,DIST-100,2024-10-28,200000,cancelled
ORD-01525,DIST-100,2024-11-01,25000,delivered
ORD-01526,DIST-101,2025-08-06,300000,delivered
ORD-01527,DIST-101,2026-03-08,200000,delivered
ORD-01528,DIST-101,2025-04-20,75000,delivered
ORD-01529,DIST-101,2025-02-12,150000,delivered
ORD-01530,DIST-101,2024-07-19,200000,delivered
ORD-01531,DIST-101,2024-11-15,300000,delivered
ORD-01532,DIST-101,2025-02-16,200000,delivered
ORD-01533,DIST-101,2024-09-07,75000,delivered
ORD-01534,DIST-101,2025-02-22,150000,delivered
ORD-01535,DIST-102,2025-02-19,100000,delivered
ORD-01536,DIST-102,2024-10-03,200000,delivered
ORD-01537,DIST-102,2026-02-11,150000,delivered
ORD-01538,DIST-102,2026-03-28,50000,delivered
ORD-01539,DIST-102,2025-03-19,200000,delivered
ORD-01540,DIST-102,2025-11-05,200000,delivered
ORD-01541,DIST-102,2025-09-01,100000,cancelled
ORD-01542,DIST-102,2026-02-19,200000,delivered
ORD-01543,DIST-102,2024-10-27,200000,cancelled
ORD-01544,DIST-102,2025-05-12,150000,delivered
ORD-01545,DIST-102,2026-01-07,25000,delivered
ORD-01546,DIST-102,2024-08-21,50000,delivered
ORD-01547,DIST-102,2025-04-18,75000,delivered
ORD-01548,DIST-102,2026-05-29,200000,delivered
ORD-01549,DIST-102,2025-07-10,100000,delivered
ORD-01550,DIST-102,2025-06-07,150000,delivered
ORD-01551,DIST-102,2025-09-05,50000,delivered
